300,0,0,0,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0,0,0,0,0
1100,1,1,0,0,1,0,0,0,0,0,0
1200,0,0,0,0,0,0,0,0,0,0,0
1300,0,0,1,0,0,1,0,1,0,0,1
1900,0,0,0,0,0,0,0,0,0,0,0
2300,0,0,0,0,0,0,0,0,0,0,0
2700,1,0,0,0,0,0,0,0,0,1,0
2900,0,0,0,0,0,0,0,0,0,0,0
3000,0,0,0,0,0,0,0,0,0,0,0
3400,0,0,0,0,0,0,0,0,0,0,0
3500,0,0,0,0,0,0,0,0,0,0,0
3700,0,0,0,0,0,0,0,0,0,0,0
4100,1,0,0,0,1,0,1,0,0,0,0
4600,0,1,0,0,0,1,0,0,0,0,0
4800,0,0,0,0,0,0,0,0,0,0,0
5300,0,0,0,0,0,0,0,0,0,0,0
5600,0,0,0,0,0,0,0,0,0,0,0
5700,0,0,1,0,1,0,1,0,1,0,0
6400,0,1,0,0,0,0,0,0,0,0,0
6600,0,0,0,0,0,0,0,0,0,0,0
6800,0,0,0,0,0,0,0,0,0,1,0
7000,0,0,0,0,0,0,0,0,0,0,0
7700,0,0,0,0,0,0,0,0,0,0,0
8200,0,0,0,0,0,0,0,0,0,0,0
8600,0,0,0,0,0,0,0,0,0,0,0
8800,0,0,0,0,0,0,0,0,0,0,1
9100,0,0,0,0,0,0,0,0,0,0,0
9200,0,0,0,0,0,0,1,0,0,0,0
9500,0,0,0,0,0,0,0,0,0,0,0
9900,0,0,0,0,0,0,0,0,0,0,0
10000,0,0,0,0,0,0,0,0,0,0,0
10200,0,0,0,0,0,0,0,0,0,0,0
10300,0,0,0,0,0,0,0,0,0,0,0
10800,0,0,0,0,0,0,0,0,0,0,0
11200,0,0,0,0,0,0,0,0,0,0,0
11300,0,0,0,0,0,0,0,0,0,0,0
11700,0,0,0,0,0,0,0,0,0,0,0
11800,0,0,0,0,0,0,0,0,0,0,0
12000,0,0,0,0,0,0,0,0,0,0,0
13700,0,0,0,0,0,0,0,0,0,0,0
14500,1,0,1,1,1,0,0,0,0,0,0
15300,0,0,0,0,0,0,0,0,0,0,0
15400,0,0,0,0,0,0,0,0,0,0,0
15600,0,0,0,0,0,0,0,0,0,0,0
15800,0,0,0,0,0,0,0,0,0,0,0
16100,0,0,0,0,0,0,1,1,0,0,0
16700,0,0,0,0,0,0,0,0,0,0,0
16800,0,0,0,0,0,0,0,0,0,0,0
16900,0,0,0,0,0,0,0,0,0,0,0
17100,0,0,0,0,0,0,0,0,0,0,0
17200,0,0,0,0,0,0,0,0,0,0,0
17500,0,0,0,0,0,0,0,0,0,0,0
17600,0,0,0,0,0,0,0,0,0,0,0
17700,0,0,0,0,0,0,0,0,0,0,0
17900,0,0,0,0,0,0,0,0,0,0,0
18200,0,0,0,0,0,0,0,0,0,0,0
18500,0,0,0,0,0,0,0,0,0,0,0
18600,0,0,0,0,0,0,0,0,0,0,0
19000,0,0,0,0,0,0,0,0,0,0,0
19700,0,0,0,0,0,0,0,0,0,0,0
20000,0,0,0,0,0,0,0,0,0,0,0
20200,0,0,0,0,0,0,0,0,0,0,0
20300,0,0,0,0,0,0,0,0,0,0,0
20600,1,1,1,1,0,0,0,0,0,0,1
21200,0,0,0,0,0,0,0,0,0,0,0
21400,0,0,0,0,0,0,0,0,0,0,0
22100,0,0,0,0,0,0,0,0,0,0,0
23500,0,1,0,1,0,0,0,0,0,0,0
23700,0,0,0,0,0,0,0,0,0,0,0
23800,0,0,0,0,0,0,0,0,0,0,0
24300,0,0,0,0,0,0,0,0,0,0,0
24400,0,0,1,0,0,0,0,0,0,0,0
24600,0,0,0,0,0,0,0,0,0,0,0
24800,0,0,0,0,0,0,0,0,0,0,0
25300,0,0,0,0,0,0,0,0,0,0,0
25500,0,0,0,0,0,0,0,0,0,0,0
25800,0,0,0,0,0,0,0,0,0,0,0
25900,0,0,0,0,0,0,1,0,0,0,0
1.0011e+06,1,1,0,0,0,0,0,0,0,1,1
1.0013e+06,0,0,0,0,0,1,0,1,0,0,0
1.0019e+06,0,0,0,0,0,0,0,0,0,0,0
1.0023e+06,0,0,0,0,0,0,0,0,0,0,0
1.0025e+06,0,0,0,0,0,0,0,0,0,0,0
1.0027e+06,0,0,0,0,0,0,0,1,0,0,0
1.0029e+06,0,0,0,0,1,0,0,0,0,0,0
1.003e+06,0,0,0,0,0,0,0,0,0,0,0
1.0034e+06,0,0,0,0,0,0,0,0,0,0,0
1.0035e+06,0,0,0,0,0,0,0,0,0,0,0
1.0036e+06,0,0,0,0,0,0,0,0,0,0,0
1.0037e+06,0,0,0,0,0,0,0,0,0,0,0
1.0041e+06,0,0,0,0,0,0,1,0,0,0,0
1.0046e+06,0,1,0,0,0,0,0,0,0,0,0
1.0048e+06,0,0,0,0,0,0,0,0,0,0,0
1.0053e+06,0,0,0,0,0,0,0,0,0,0,0
1.0056e+06,0,0,0,0,0,0,0,0,0,0,0
1.0064e+06,0,0,0,0,0,0,0,0,0,0,0
1.0066e+06,0,0,0,0,0,0,0,0,0,0,0
1.0543e+06,1,0,1,1,1,0,0,0,1,0,1
2.0001e+06,0,0,0,0,0,0,0,0,0,0,0
2.0002e+06,0,0,0,0,0,0,0,0,0,0,0
2.0003e+06,0,1,0,0,0,0,0,0,0,0,0
2.0004e+06,1,0,0,0,1,1,1,1,1,1,0
2.0005e+06,0,1,0,0,0,0,0,0,0,0,0
2.0007e+06,0,1,0,0,0,0,0,0,0,0,0
2.0008e+06,1,0,1,1,1,1,1,0,0,1,1
2.0009e+06,0,1,0,0,0,0,0,0,0,0,0
2.0009e+06,1,0,1,1,1,1,1,1,0,1,0
2.001e+06,1,1,1,0,0,1,1,1,1,1,1
2.001e+06,0,0,0,0,0,0,0,0,0,0,0
2.0011e+06,0,1,0,0,0,0,0,0,0,0,0
2.0012e+06,0,0,0,0,0,0,0,0,0,0,0
2.0013e+06,0,1,1,1,0,1,0,0,0,1,0
2.0014e+06,1,1,0,0,0,0,0,0,0,0,1
2.0015e+06,1,0,1,0,0,0,0,0,0,0,0
2.0017e+06,1,1,1,0,0,0,1,0,0,1,1
2.0018e+06,0,0,0,0,0,0,0,0,0,0,0
2.0019e+06,0,0,0,0,0,0,0,0,0,0,0
2.002e+06,1,0,0,0,1,1,1,0,0,0,0
2.0021e+06,0,0,0,0,0,0,0,0,0,0,0
2.0022e+06,0,1,0,0,0,1,1,0,0,0,1
2.0023e+06,0,0,0,0,0,0,0,0,0,0,0
2.0024e+06,1,0,1,0,0,0,0,1,1,1,0
2.0025e+06,0,0,0,0,0,0,0,0,0,0,0
2.0026e+06,0,1,0,0,0,0,0,0,0,0,0
2.0027e+06,0,0,0,0,0,0,1,0,0,0,0
2.0027e+06,1,0,1,1,0,0,1,1,1,1,1
2.0028e+06,0,0,1,0,0,1,0,1,0,0,0
2.0029e+06,0,0,1,0,0,0,0,1,0,0,0
